Date,Total,HK_Residents,Mainland_Visitors,Other_Visitors,Year,Month,Day,DayOfWeek,WeekOfYear,IsWeekend
2023-01-01,49951,39516,3335,7100,2023,1,1,6,52,1
2023-01-02,53241,41625,3046,8570,2023,1,2,0,1,0
2023-01-03,47567,37172,3315,7080,2023,1,3,1,1,0
2023-01-04,46072,36080,3419,6573,2023,1,4,2,1,0
2023-01-05,43170,32846,3738,6586,2023,1,5,3,1,0
2023-01-06,45313,34462,4152,6699,2023,1,6,4,1,0
2023-01-07,47306,35790,4475,7041,2023,1,7,5,1,1
2023-01-08,55978,41465,5968,8545,2023,1,8,6,1,1
2023-01-09,44216,30940,5689,7587,2023,1,9,0,2,0
2023-01-10,44370,30318,5952,8100,2023,1,10,1,2,0
2023-01-11,44889,29696,6509,8684,2023,1,11,2,2,0
2023-01-12,45566,30044,6455,9067,2023,1,12,3,2,0
2023-01-13,47950,31375,7120,9455,2023,1,13,4,2,0
2023-01-14,50856,34816,6623,9417,2023,1,14,5,2,1
2023-01-15,55441,38337,7100,10004,2023,1,15,6,2,1
2023-01-16,43712,29308,6323,8081,2023,1,16,0,3,0
2023-01-17,48012,33908,6346,7758,2023,1,17,1,3,0
2023-01-18,55123,40512,6821,7790,2023,1,18,2,3,0
2023-01-19,58743,43833,6837,8073,2023,1,19,3,3,0
2023-01-20,60174,46128,5981,8065,2023,1,20,4,3,0
2023-01-21,56804,45376,3471,7957,2023,1,21,5,3,1
2023-01-22,51510,39659,4610,7241,2023,1,22,6,3,1
2023-01-23,47347,34045,6024,7278,2023,1,23,0,4,0
2023-01-24,50128,35796,5909,8423,2023,1,24,1,4,0
2023-01-25,57290,44675,5606,7009,2023,1,25,2,4,0
2023-01-26,57791,42201,7380,8210,2023,1,26,3,4,0
2023-01-27,58770,43278,7246,8246,2023,1,27,4,4,0
2023-01-28,62657,48771,5940,7946,2023,1,28,5,4,1
2023-01-29,68784,55046,5640,8098,2023,1,29,6,4,1
2023-01-30,55409,42167,6127,7115,2023,1,30,0,5,0
2023-01-31,52203,38943,6136,7124,2023,1,31,1,5,0
2023-02-01,54139,39271,7181,7687,2023,2,1,2,5,0
2023-02-02,50079,32959,8321,8799,2023,2,2,3,5,0
2023-02-03,50872,32448,8227,10197,2023,2,3,4,5,0
2023-02-04,50878,33236,7988,9654,2023,2,4,5,5,1
2023-02-05,57058,38452,7457,11149,2023,2,5,6,5,1
2023-02-06,50925,31553,8632,10740,2023,2,6,0,6,0
2023-02-07,46729,28128,8137,10464,2023,2,7,1,6,0
2023-02-08,48287,28721,8931,10635,2023,2,8,2,6,0
2023-02-09,49439,28702,9130,11607,2023,2,9,3,6,0
2023-02-10,53980,31808,9337,12835,2023,2,10,4,6,0
2023-02-11,53395,32121,8884,12390,2023,2,11,5,6,1
2023-02-12,58372,34847,9008,14517,2023,2,12,6,6,1
2023-02-13,51590,29539,9215,12836,2023,2,13,0,7,0
2023-02-14,46071,25770,8235,12066,2023,2,14,1,7,0
2023-02-15,51656,29505,9218,12933,2023,2,15,2,7,0
2023-02-16,51869,29345,9521,13003,2023,2,16,3,7,0
2023-02-17,57229,32580,9944,14705,2023,2,17,4,7,0
2023-02-18,55322,32455,9147,13720,2023,2,18,5,7,1
2023-02-19,62990,36625,10516,15849,2023,2,19,6,7,1
2023-02-20,56683,32135,10157,14391,2023,2,20,0,8,0
2023-02-21,50804,28550,9426,12828,2023,2,21,1,8,0
2023-02-22,54417,29637,10226,14554,2023,2,22,2,8,0
2023-02-23,56319,30112,10825,15382,2023,2,23,3,8,0
2023-02-24,62681,34556,10855,17270,2023,2,24,4,8,0
2023-02-25,62170,33626,10483,18061,2023,2,25,5,8,1
2023-02-26,67117,37435,11113,18569,2023,2,26,6,8,1
2023-02-27,62110,32925,10433,18752,2023,2,27,0,9,0
2023-02-28,60997,30710,10754,19533,2023,2,28,1,9,0
2023-03-01,63152,34161,10642,18349,2023,3,1,2,9,0
2023-03-02,60341,33323,11041,15977,2023,3,2,3,9,0
2023-03-03,64464,35678,11553,17233,2023,3,3,4,9,0
2023-03-04,62066,34794,10392,16880,2023,3,4,5,9,1
2023-03-05,70619,39164,11218,20237,2023,3,5,6,9,1
2023-03-06,63782,33017,11036,19729,2023,3,6,0,10,0
2023-03-07,59720,32068,10743,16909,2023,3,7,1,10,0
2023-03-08,61076,34108,11285,15683,2023,3,8,2,10,0
2023-03-09,63913,35763,11977,16173,2023,3,9,3,10,0
2023-03-10,68614,38372,12664,17578,2023,3,10,4,10,0
2023-03-11,65817,37679,11616,16522,2023,3,11,5,10,1
2023-03-12,73513,41836,12928,18749,2023,3,12,6,10,1
2023-03-13,66947,37288,12615,17044,2023,3,13,0,11,0
2023-03-14,60468,34635,10877,14956,2023,3,14,1,11,0
2023-03-15,65269,36414,12633,16222,2023,3,15,2,11,0
2023-03-16,66367,36705,12561,17101,2023,3,16,3,11,0
2023-03-17,73534,40338,13856,19340,2023,3,17,4,11,0
2023-03-18,68734,38148,12300,18286,2023,3,18,5,11,1
2023-03-19,77372,43089,13649,20634,2023,3,19,6,11,1
2023-03-20,70728,38631,13688,18409,2023,3,20,0,12,0
2023-03-21,65591,35509,12382,17700,2023,3,21,1,12,0
2023-03-22,68241,37424,13090,17727,2023,3,22,2,12,0
2023-03-23,70439,38412,13484,18543,2023,3,23,3,12,0
2023-03-24,76882,42270,14961,19651,2023,3,24,4,12,0
2023-03-25,72619,41135,13462,18022,2023,3,25,5,12,1
2023-03-26,83129,45362,16303,21464,2023,3,26,6,12,1
2023-03-27,74979,41182,14093,19704,2023,3,27,0,13,0
2023-03-28,69358,39791,13020,16547,2023,3,28,1,13,0
2023-03-29,74289,41983,12355,19951,2023,3,29,2,13,0
2023-03-30,79898,48305,13271,18322,2023,3,30,3,13,0
2023-03-31,90403,59603,12708,18092,2023,3,31,4,13,0
2023-04-01,92748,63184,11193,18371,2023,4,1,5,13,1
2023-04-02,91470,60205,11637,19628,2023,4,2,6,13,1
2023-04-03,77629,48632,10134,18863,2023,4,3,0,14,0
2023-04-04,83343,58481,8709,16153,2023,4,4,1,14,0
2023-04-05,87952,59769,9875,18308,2023,4,5,2,14,0
2023-04-06,85876,57072,8886,19918,2023,4,6,3,14,0
2023-04-07,88425,58982,9588,19855,2023,4,7,4,14,0
2023-04-08,83349,55039,9712,18598,2023,4,8,5,14,1
2023-04-09,101372,70404,10795,20173,2023,4,9,6,14,1
2023-04-10,97866,72981,8458,16427,2023,4,10,0,15,0
2023-04-11,94015,66939,9586,17490,2023,4,11,1,15,0
2023-04-12,89239,57340,9690,22209,2023,4,12,2,15,0
2023-04-13,83924,53598,10926,19400,2023,4,13,3,15,0
2023-04-14,90379,57575,12581,20223,2023,4,14,4,15,0
2023-04-15,88806,58202,11732,18872,2023,4,15,5,15,1
2023-04-16,97473,63233,13484,20756,2023,4,16,6,15,1
2023-04-17,83533,48212,14499,20822,2023,4,17,0,16,0
2023-04-18,77117,42526,13313,21278,2023,4,18,1,16,0
2023-04-19,75839,40499,12971,22369,2023,4,19,2,16,0
2023-04-20,78887,40272,13792,24823,2023,4,20,3,16,0
2023-04-21,85125,44406,14006,26713,2023,4,21,4,16,0
2023-04-22,78954,40211,13626,25117,2023,4,22,5,16,1
2023-04-23,88166,46413,14770,26983,2023,4,23,6,16,1
2023-04-24,76962,40575,13090,23297,2023,4,24,0,17,0
2023-04-25,75465,39596,13935,21934,2023,4,25,1,17,0
2023-04-26,79793,39935,15282,24576,2023,4,26,2,17,0
2023-04-27,83560,40289,19461,23810,2023,4,27,3,17,0
2023-04-28,93259,44275,23125,25859,2023,4,28,4,17,0
2023-04-29,91277,39645,25360,26272,2023,4,29,5,17,1
2023-04-30,82557,40683,18628,23246,2023,4,30,6,17,1
2023-05-01,83247,44038,15116,24093,2023,5,1,0,18,0
2023-05-02,77140,37673,18921,20546,2023,5,2,1,18,0
2023-05-03,79493,34066,24536,20891,2023,5,3,2,18,0
2023-05-04,73137,33307,19307,20523,2023,5,4,3,18,0
2023-05-05,73591,36733,15053,21805,2023,5,5,4,18,0
2023-05-06,71536,36051,14874,20611,2023,5,6,5,18,1
2023-05-07,83243,41402,16876,24965,2023,5,7,6,18,1
2023-05-08,74541,40197,13794,20550,2023,5,8,0,19,0
2023-05-09,70558,38115,13314,19129,2023,5,9,1,19,0
2023-05-10,72513,40928,13271,18314,2023,5,10,2,19,0
2023-05-11,74048,39934,15399,18715,2023,5,11,3,19,0
2023-05-12,81209,44222,15946,21041,2023,5,12,4,19,0
2023-05-13,77414,43145,14573,19696,2023,5,13,5,19,1
2023-05-14,86574,48284,16651,21639,2023,5,14,6,19,1
2023-05-15,83335,47600,15639,20096,2023,5,15,0,20,0
2023-05-16,74502,42335,13433,18734,2023,5,16,1,20,0
2023-05-17,76979,44367,13282,19330,2023,5,17,2,20,0
2023-05-18,79686,44828,15028,19830,2023,5,18,3,20,0
2023-05-19,87071,50128,15075,21868,2023,5,19,4,20,0
2023-05-20,83998,50132,13222,20644,2023,5,20,5,20,1
2023-05-21,89763,52657,14497,22609,2023,5,21,6,20,1
2023-05-22,81978,48222,13732,20024,2023,5,22,0,21,0
2023-05-23,79171,47199,12591,19381,2023,5,23,1,21,0
2023-05-24,82222,51503,12117,18602,2023,5,24,2,21,0
2023-05-25,87734,55855,12787,19092,2023,5,25,3,21,0
2023-05-26,90698,55099,13625,21974,2023,5,26,4,21,0
2023-05-27,83456,49603,12956,20897,2023,5,27,5,21,1
2023-05-28,93839,60270,12646,20923,2023,5,28,6,21,1
2023-05-29,85515,52466,12887,20162,2023,5,29,0,22,0
2023-05-30,77395,46847,11830,18718,2023,5,30,1,22,0
2023-05-31,78460,48331,11457,18672,2023,5,31,2,22,0
2023-06-01,77033,45180,11884,19969,2023,6,1,3,22,0
2023-06-02,82350,46567,12530,23253,2023,6,2,4,22,0
2023-06-03,81208,45523,12415,23270,2023,6,3,5,22,1
2023-06-04,89013,51549,12923,24541,2023,6,4,6,22,1
2023-06-05,84056,46635,12745,24676,2023,6,5,0,23,0
2023-06-06,77238,42879,11911,22448,2023,6,6,1,23,0
2023-06-07,79360,46200,12298,20862,2023,6,7,2,23,0
2023-06-08,80768,45889,13075,21804,2023,6,8,3,23,0
2023-06-09,89262,51300,13901,24061,2023,6,9,4,23,0
2023-06-10,86330,49402,14014,22914,2023,6,10,5,23,1
2023-06-11,95672,54737,15059,25876,2023,6,11,6,23,1
2023-06-12,88700,49709,14064,24927,2023,6,12,0,24,0
2023-06-13,78748,44385,12436,21927,2023,6,13,1,24,0
2023-06-14,85802,50642,13160,22000,2023,6,14,2,24,0
2023-06-15,85011,49127,14087,21797,2023,6,15,3,24,0
2023-06-16,95805,55548,16200,24057,2023,6,16,4,24,0
2023-06-17,93457,54138,16692,22627,2023,6,17,5,24,1
2023-06-18,98334,57010,16348,24976,2023,6,18,6,24,1
2023-06-19,91995,52467,15914,23614,2023,6,19,0,25,0
2023-06-20,87685,50594,14860,22231,2023,6,20,1,25,0
2023-06-21,96781,57889,16021,22871,2023,6,21,2,25,0
2023-06-22,98259,58495,15645,24119,2023,6,22,3,25,0
2023-06-23,92675,53426,15740,23509,2023,6,23,4,25,0
2023-06-24,96028,54017,17789,24222,2023,6,24,5,25,1
2023-06-25,107537,65527,14932,27078,2023,6,25,6,25,1
2023-06-26,98711,58163,15280,25268,2023,6,26,0,26,0
2023-06-27,92491,54554,15238,22699,2023,6,27,1,26,0
2023-06-28,93490,55537,14957,22996,2023,6,28,2,26,0
2023-06-29,95145,55065,15860,24220,2023,6,29,3,26,0
2023-06-30,100226,62277,16092,21857,2023,6,30,4,26,0
2023-07-01,103271,62786,16262,24223,2023,7,1,5,26,1
2023-07-02,103487,62514,15724,25249,2023,7,2,6,26,1
2023-07-03,95266,56411,15874,22981,2023,7,3,0,27,0
2023-07-04,90192,52127,15598,22467,2023,7,4,1,27,0
2023-07-05,91127,52710,16332,22085,2023,7,5,2,27,0
2023-07-06,94897,54225,16978,23694,2023,7,6,3,27,0
2023-07-07,97316,56229,17783,23304,2023,7,7,4,27,0
2023-07-08,97980,56774,18347,22859,2023,7,8,5,27,1
2023-07-09,104291,60816,18513,24962,2023,7,9,6,27,1
2023-07-10,95211,53331,18041,23839,2023,7,10,0,28,0
2023-07-11,90038,51194,17036,21808,2023,7,11,1,28,0
2023-07-12,93114,54328,17012,21774,2023,7,12,2,28,0
2023-07-13,94904,56093,16933,21878,2023,7,13,3,28,0
2023-07-14,100136,59536,17427,23173,2023,7,14,4,28,0
2023-07-15,103320,61984,18303,23033,2023,7,15,5,28,1
2023-07-16,108355,66859,18407,23089,2023,7,16,6,28,1
2023-07-17,94966,55586,16546,22834,2023,7,17,0,29,0
2023-07-18,99195,59897,17481,21817,2023,7,18,1,29,0
2023-07-19,96727,59224,16413,21090,2023,7,19,2,29,0
2023-07-20,98957,61380,17455,20122,2023,7,20,3,29,0
2023-07-21,104163,64636,17911,21616,2023,7,21,4,29,0
